1971 13.35
1972 12.34
1973 26.44
1974 56.16
1975 23.5
1976 38.04
1977 42.53
1978 48.15
1979 111.38
1980 132.95
1981 101.49
1982 131.5
1983 190.69
1984 444.88
1985 185.17
1986 19.64
1987 16.13
1988 16.42
1989 20.69
1990 17.61
1991 18.04
1992 9.37
1993 11.25
1994 14.46
1995 8.1
1996 10.59
1997 6.99
1998 8.62
1999 1.35
2000 0.0
2001 1.39
2002 6.5
2003 -1.84
2004 1.21
2005 2.39
2006 -0.1
2007 3.37
2008 3.8
2009 3.92
2010 2.66
2011 2.18
2012 1.63
2013 1.88
2014 -0.2
2015 -1.0
