1971 11.98
1972 12.89
1973 19.93
1974 39.32
1975 40.02
1976 31.05
1977 34.41
1978 50.62
1979 76.1
1980 129.83
1981 119.57
1982 118.25
1983 142.43
1984 345.56
1985 345.67
1986 63.89
1987 19.99
1989 20.24
1990 17.14
1991 18.98
1992 12.15
1993 10.94
1994 12.31
1995 10.12
1996 11.27
1997 9.02
1998 5.43
1999 5.26
2000 1.13
2001 1.1
2002 5.68
2003 0.78
2004 -0.4
2005 1.33
2006 2.12
2007 0.5
2008 4.59
2009 3.33
2010 2.7
2011 3.47
2012 1.71
2013 1.57
2014 0.49
2015 -0.63
2016 -0.65
